"day","stat_type","p_value","significant","p_adjusted","significant_adjusted"
27,"min",0.323634178621046,FALSE,0.647268357242092,FALSE
27,"sd",0.804686251420169,FALSE,0.900489791052129,FALSE
27,"skew",0.0408616557524292,TRUE,0.258790486432051,FALSE
28,"cv",0.981573335194429,FALSE,0.981573335194429,FALSE
28,"iqr",0.625364393535866,FALSE,0.92501795876397,FALSE
28,"kurt",0.00641253622113448,TRUE,0.24367637640311,FALSE
28,"max",0.851750642219534,FALSE,0.851750642219534,FALSE
28,"mean",0.305384854843311,FALSE,0.483526020168575,FALSE
28,"median",0.165714123579176,FALSE,0.349840927556038,FALSE
28,"min",0.0806110320194913,FALSE,0.492378079985871,FALSE
28,"sd",0.973453417583519,FALSE,0.973453417583519,FALSE
28,"skew",0.00377360023517971,TRUE,0.0716984044684145,FALSE
29,"cv",0.650065879518141,FALSE,0.871146201641087,FALSE
29,"iqr",0.658049244970666,FALSE,0.92501795876397,FALSE
29,"kurt",0.681850155221994,FALSE,0.881238955983203,FALSE
29,"max",0.416538028356962,FALSE,0.678047543818457,FALSE
29,"mean",0.709751334941915,FALSE,0.842829710243524,FALSE
29,"median",0.719154541226338,FALSE,0.803760957841201,FALSE
29,"min",0.84563875265627,FALSE,0.984916786709057,FALSE
29,"sd",0.63652614330751,FALSE,0.860385053727748,FALSE
29,"skew",0.727979296961172,FALSE,0.914820670813338,FALSE
30,"cv",0.758501380950575,FALSE,0.901222082926891,FALSE
30,"iqr",0.295234487837712,FALSE,0.92501795876397,FALSE
30,"kurt",0.867245425795768,FALSE,0.890684491357816,FALSE
30,"max",0.215947240067418,FALSE,0.559369057912493,FALSE
30,"mean",0.152884797299342,FALSE,0.380660777573497,FALSE
30,"median",0.0101277930804435,TRUE,0.0769712274113702,FALSE
30,"min",0.958997923900924,FALSE,0.984916786709057,FALSE
30,"sd",0.745785124341932,FALSE,0.900489791052129,FALSE
30,"skew",0.774502367315022,FALSE,0.914820670813338,FALSE
